PRB4	 72.9776
MUC6	 68.4952
KRTAP9-1	 65.0589
KIAA0040	 54.1621
HGC6.3	 32.5648
KRAS	 31.4304
TP53	 27.1639
ARSD	 26.1865
MUC4	 25.5227
DSPP	 20.4698
PIK3CA	 16.6083
HAVCR1	 15.5891
LNP1	 15.5645
RPTN	 15.0772
KRTAP4-8	 14.2746
MAGEC1	 12.5033
IVL	 12.1269
KRTAP1-3	 11.8416
PER3	 11.7623
MUC21	 11.7316
RP1L1	 9.43081
KRTAP4-7	 8.94845
GPRIN1	 8.90341
CRIPAK	 8.5912
ATXN1	 8.31133
MUC2	 8.1674
UBXN11	 7.95168
BRAF	 7.11795
KRTAP5-4	 6.32391
STRADB	 5.58576
IRF5	 5.03351
ZNF814	 5.02817
MUC7	 4.99948
PCDHA7	 4.77902
KRTAP4-11	 4.54783
SMAD4	 4.51018
LILRB5	 3.96222
RYR2	 3.95635
TPRX1	 3.46735
AR	 3.4455
CTNNB1	 3.23895
ERICH6B	 3.18101
BCLAF1	 3.16844
QRICH2	 2.7904
PCDH11Y	 2.74551
FAM47A	 2.74123
DMKN	 2.71538
USP9X	 2.64313
HSP90AB1	 2.57934
SPATA3	 2.39694
MYOM1	 2.35733
PAK2	 2.25482
NEFH	 2.14098
PCDH17	 2.11938
TSHZ3	 2.08805
MYRIP	 2.03525
TPTE	 2.03084
BRWD3	 2.01881
HLA-DRB1	 2.00658
SMC1A	 1.98747
TRPC3	 1.93639
NALCN	 1.88191
MTOR	 1.84597
NCAM1	 1.77085
RNF43	 1.74572
WBSCR17	 1.73385
NONO	 1.731
SPDYE1	 1.70414
OR5H1	 1.66785
XPO4	 1.64989
KRTAP5-8	 1.6201
ST8SIA3	 1.57264
SMAD3	 1.57264
KRTAP5-6	 1.57264
PTPRT	 1.56811
TUBA3C	 1.53797
DSCAM	 1.53725
PTBP2	 1.50765
VCX	 1.47512
GRIN1	 1.46961
RNF145	 1.44789
HS6ST3	 1.44789
ARHGAP5	 1.43706
ZFHX4	 1.43517
LRFN5	 1.37354
ZNF148	 1.35892
PHF10	 1.35892
ENC1	 1.35892
TRPC5	 1.34931
PIP4K2B	 1.34931
KCND2	 1.34931
CTNNA2	 1.31097
TSPAN5	 1.27831
TBR1	 1.27831
KCNJ4	 1.27831
ACTA1	 1.27831
SCAPER	 1.27191
GABRA5	 1.27148
CACNA2D1	 1.27148
ATP2B2	 1.27148
HOMEZ	 1.26954
TCHH	 1.26086
IFI16	 1.25746
HLA-C	 1.25746
STAG1	 1.25106
MYH2	 1.24032
MAPRE3	 1.21463
EEF1A2	 1.21463
TBC1D5	 1.21112
SCN2A	 1.21112
KCNH7	 1.21112
GRIK2	 1.21112
ADGRB2	 1.21112
RFPL1	 1.20757
NEDD4L	 1.20757
TENM1	 1.19045
KIAA1109	 1.18287
OR2T4	 1.17148
ZYG11A	 1.17053
KRTAP10-2	 1.17053
DIP2C	 1.17053
USP48	 1.16852
MCRS1	 1.16852
IRX1	 1.16852
HTR5A	 1.15399
GABRA1	 1.15344
CLDN10	 1.15344
TRPS1	 1.14412
HUWE1	 1.10834
CDH8	 1.10834
IGF2BP3	 1.10295
GLUD2	 1.10295
CHRM2	 1.10295
TMPRSS13	 1.09624
SLIT2	 1.07399
CDH2	 1.06889
SLC32A1	 1.06409
RLIM	 1.06409
PPP2R1A	 1.06409
PEX5L	 1.06409
CAMK2G	 1.06409
XK	 1.05753
UBE2M	 1.05753
PAK3	 1.05753
NRAS	 1.05753
KHSRP	 1.05753
FYN	 1.05753
CDK5R1	 1.05753
PLAC4	 1.04938
PHIP	 1.04938
SUPT20HL1	 1.04808
NRXN1	 1.04808
FLRT2	 1.03443
DCHS2	 1.03395
FAT4	 1.00509
MON1B	 1.00466
ATP1A2	 1.00466
PPP1R16B	 0.996373
FCER1A	 0.996373
EPHA4	 0.996373
FBN1	 0.990546
TMEM247	 0.976974
BIRC6	 0.976857
PSMC6	 0.967503
INIP	 0.967503
FAM199X	 0.967503
WWP1	 0.966682
SMARCA4	 0.966682
PREX2	 0.965355
OTC	 0.957327
NLGN4Y	 0.957327
REST	 0.948654
FRY	 0.948654
ZIC4	 0.942958
RAF1	 0.942958
F2	 0.942958
ETV5	 0.942958
UBE3B	 0.933962
NHLRC3	 0.933962
ATM	 0.919676
PDE4DIP	 0.918377
RAN	 0.906068
PPP3R1	 0.906068
MYL12B	 0.906068
ELOVL6	 0.906068
B2M	 0.906068
ARF4	 0.906068
TRPC4	 0.899561
KLHL5	 0.899561
HSPA2	 0.899561
CCNA1	 0.899561
ADAM10	 0.899561
NR2E1	 0.886701
MAP2K4	 0.886701
IGF2BP1	 0.886701
CPZ	 0.87643
TLR7	 0.863489
RALYL	 0.863489
DCAF4L2	 0.863489
CDH9	 0.863489
CDH18	 0.863489
ZSCAN20	 0.85801
TRPA1	 0.85801
GRIN2A	 0.85801
ADAM29	 0.85801
APC	 0.850184
WDR61	 0.846868
TBL1XR1	 0.846868
MAP2K1	 0.846868
GPR34	 0.846868
DIRAS1	 0.846868
C1D	 0.846868
KCNJ18	 0.838045
FAT3	 0.834543
ZNF331	 0.83373
WDR48	 0.83373
RBM46	 0.83373
PRKCB	 0.83373
PACRG	 0.83373
MAP2K3	 0.83373
KCTD1	 0.83373
KCNS2	 0.83373
KCNA1	 0.83373
USP26	 0.832955
FBXO10	 0.832955
BMPR2	 0.832955
ADGRL1	 0.82006
TRIM55	 0.806722
INPP4A	 0.806722
GRM5	 0.806722
ARHGEF7	 0.806722
PCDH10	 0.803764
MYCBP2	 0.800388
WNT5A	 0.792261
STK3	 0.792261
SLAIN1	 0.792261
PRPF6	 0.792261
PROKR1	 0.792261
PRKCI	 0.792261
NOL4	 0.792261
HECTD2	 0.792261
HCFC2	 0.792261
FAF1	 0.792261
CDH10	 0.792261
C9orf64	 0.792261
ARHGAP36	 0.792261
ALDH6A1	 0.792261
C6orf118	 0.783904
RIMS2	 0.78136
HECW1	 0.775344
XPO1	 0.771994
TCEA2	 0.771994
SLC6A1	 0.771994
SF3B1	 0.771994
SCML2	 0.771994
PTAR1	 0.771994
MRPL30	 0.771994
KIF3A	 0.771994
KCNJ8	 0.771994
HRH2	 0.771994
FZD7	 0.771994
FUT9	 0.771994
FADS2	 0.771994
CSNK1D	 0.771994
USP43	 0.763848
RASGRF1	 0.763848
PRDM10	 0.763848
PPP1R32	 0.763848
NRROS	 0.763848
CDC42BPA	 0.763848
ZNF536	 0.762867
ROBO2	 0.762867
ZNF671	 0.758759
XPOT	 0.758759
SLCO3A1	 0.758759
PABPC4L	 0.758759
KCNH1	 0.758759
GABBR2	 0.758759
TRIM42	 0.746059
KIAA0408	 0.746059
KCNA5	 0.746059
EPN1	 0.746059
TRMT1L	 0.731031
TRIP12	 0.731031
SNX13	 0.731031
SLC8B1	 0.731031
KCNB1	 0.731031
GALNT9	 0.731031
KALRN	 0.730829
UBE2E2	 0.73032
PPTC7	 0.73032
NR2F1	 0.73032
ARGLU1	 0.73032
ZCRB1	 0.7201
VAV1	 0.7201
SOX5	 0.7201
SMARCA5	 0.7201
SIVA1	 0.7201
RXRG	 0.7201
PRPF3	 0.7201
POU3F4	 0.7201
KCNC1	 0.7201
HDX	 0.7201
CLDND1	 0.7201
BANP	 0.7201
PRB3	 0.715853
KIF1A	 0.715853
NOD2	 0.713038
SLITRK3	 0.707638
RPS6KA2	 0.707638
PPFIA2	 0.707638
PPARGC1A	 0.707638
MAGI2	 0.707638
LINGO2	 0.707638
GABBR1	 0.707638
WDR17	 0.705003
ADAMTS16	 0.705003
XAB2	 0.702901
JPH3	 0.702901
PCDHGA8	 0.691114
PCDHA2	 0.691114
MYO3A	 0.690388
ZNF835	 0.687592
ZC3H7A	 0.687592
KDM3B	 0.687592
HTR1A	 0.687592
BRD2	 0.687592
ABCC9	 0.687592
YTHDC1	 0.68161
TRIM9	 0.68161
TBX20	 0.68161
SHOX	 0.68161
RPS6KA6	 0.68161
RAI2	 0.68161
MAP2K7	 0.68161
FBL	 0.68161
DRD1	 0.68161
DNAJB9	 0.68161
CSE1L	 0.68161
CPEB1	 0.68161
CMTM4	 0.68161
BMP7	 0.68161
ANKRD13C	 0.68161
ITPR1	 0.680335
FLNA	 0.680335
CACNA1G	 0.680335
TCF7L2	 0.670192
OR6K2	 0.670192
NRXN3	 0.670192
GRIK5	 0.670192
ADGRL2	 0.661312
TMEM94	 0.654922
KRTAP5-11	 0.654922
GPRC5C	 0.654922
FBXW7	 0.654922
BRINP1	 0.654922
NFASC	 0.65287
TNPO3	 0.651712
SNX27	 0.651712
SEMA3C	 0.651712
NLGN4X	 0.651712
NARF	 0.651712
LRRC38	 0.651712
IRF2	 0.651712
HTR1B	 0.651712
GPBP1	 0.651712
DCAF12L2	 0.651712
CHN1	 0.651712
ACTL7B	 0.651712
ZMAT4	 0.648434
SYT1	 0.648434
RRAGB	 0.648434
RAB3C	 0.648434
PPP3CA	 0.648434
NMNAT2	 0.648434
NEK7	 0.648434
MEF2C	 0.648434
KCMF1	 0.648434
GNAQ	 0.648434
ERI3	 0.648434
CDK8	 0.648434
GLI3	 0.645036
NPAS4	 0.641398
SLIT1	 0.629323
RGSL1	 0.629323
ITGAM	 0.629323
TMOD4	 0.627693
STXBP5	 0.627693
SLITRK1	 0.627693
RBM26	 0.627693
PPFIA3	 0.627693
MORC2	 0.627693
LUZP4	 0.627693
HTR1E	 0.627693
GRIA2	 0.627693
GPR101	 0.627693
FBXL7	 0.627693
ALPL	 0.627693
PXDNL	 0.624577
ZNF609	 0.618467
SPTBN1	 0.618467
PTPRM	 0.618467
PRDM9	 0.613002
RIMS1	 0.608645
EIF3A	 0.608645
CADPS	 0.608645
ZSWIM6	 0.607895
ZBTB11	 0.607895
TAF2	 0.607895
SNX7	 0.607895
SLC2A4	 0.607895
NXF1	 0.607895
MYADM	 0.607895
LMBRD2	 0.607895
KCNB2	 0.607895
GPR32	 0.607895
FAM171B	 0.607895
ADAM23	 0.607895
TNNC2	 0.60305
SNU13	 0.60305
RNF7	 0.60305
NAA10	 0.60305
MED31	 0.60305
HOMER1	 0.60305
HMGB2	 0.60305
EIF1	 0.60305
DDX39B	 0.60305
BLOC1S2	 0.60305
ZNF423	 0.599712
VEZF1	 0.599219
UGCG	 0.599219
TBC1D20	 0.599219
STXBP1	 0.599219
SRSF7	 0.599219
SPX	 0.599219
SMC3	 0.599219
RPL5	 0.599219
RPL32	 0.599219
RBBP7	 0.599219
PURG	 0.599219
PUF60	 0.599219
PABPC1	 0.599219
LECT2	 0.599219
KCNJ3	 0.599219
HRSP12	 0.599219
GNB4	 0.599219
FMR1NB	 0.599219
FGF13	 0.599219
FBXW11	 0.599219
DPRX	 0.599219
DDX19A	 0.599219
DAPP1	 0.599219
CUL3	 0.599219
CUL2	 0.599219
CTDSP2	 0.599219
CTCF	 0.599219
CDC73	 0.599219
CCR7	 0.599219
AP2B1	 0.599219
AKT3	 0.599219
MXRA5	 0.598045
ATP1A4	 0.591547
ZNF7	 0.591244
ZNF354A	 0.591244
TRHDE	 0.591244
RASA2	 0.591244
PLXNC1	 0.591244
PCDH19	 0.591244
LMOD1	 0.591244
KARS	 0.591244
FBLN7	 0.591244
EPHA7	 0.591244
CTR9	 0.591244
ZNF804A	 0.584051
ZFPM2	 0.577143
TNR	 0.577143
VPS41	 0.57701
TTLL7	 0.57701
MYT1	 0.57701
KCNK16	 0.57701
GRIK3	 0.57701
EXOC1	 0.57701
ZNF483	 0.565736
ZIC3	 0.565736
XIAP	 0.565736
TMEM242	 0.565736
TLK2	 0.565736
SEPT6	 0.565736
PYCARD	 0.565736
PRKCG	 0.565736
OR51B2	 0.565736
KRTAP19-1	 0.565736
KCNG1	 0.565736
KCNA6	 0.565736
ITGB1	 0.565736
IL1RAPL1	 0.565736
HLA-DRA	 0.565736
FBXO11	 0.565736
FAM78B	 0.565736
EZH2	 0.565736
ETNK2	 0.565736
DLX5	 0.565736
DDX23	 0.565736
DCAF12L1	 0.565736
CCDC134	 0.565736
CAMK1D	 0.565736
AKT1	 0.565736
AHCYL2	 0.565736
CSMD3	 0.565147
VIT	 0.564676
MTMR7	 0.564676
DDX18	 0.564676
CASR	 0.564676
CACNA2D3	 0.564676
BRPF3	 0.564676
AFF4	 0.564676
FAM184B	 0.559309
CACNA1E	 0.559309
SYCP1	 0.553867
SPTAN1	 0.553867
SEMA3F	 0.553867
LRRC49	 0.553867
EPB41L5	 0.553867
CYP4Z1	 0.553867
ANO5	 0.553867
ABLIM3	 0.553867
SI	 0.54483
MYH7	 0.544304
KIF20A	 0.544304
CDC42EP1	 0.544304
CCDC73	 0.544304
BTBD11	 0.544304
APOA4	 0.544304
ZBTB6	 0.541189
YTHDF2	 0.541189
XKR4	 0.541189
UPF1	 0.541189
TMEM42	 0.541189
TMEM222	 0.541189
TGFBR1	 0.541189
SUPT16H	 0.541189
ST8SIA4	 0.541189
SLITRK4	 0.541189
SESN2	 0.541189
RFPL4B	 0.541189
RCOR3	 0.541189
PLCL2	 0.541189
PDCD4	 0.541189
PCGF1	 0.541189
OLFM1	 0.541189
NTNG2	 0.541189
NTM	 0.541189
NR0B1	 0.541189
MEF2A	 0.541189
LINGO1	 0.541189
GRIPAP1	 0.541189
DHX9	 0.541189
BTK	 0.541189
UNC13C	 0.536595
NRDC	 0.535773
LEPR	 0.535773
DENND4B	 0.535773
CCDC88A	 0.535773
BTAF1	 0.535773
TMEM132D	 0.528108
RIMBP2	 0.528108
PCDHGA7	 0.528108
PCDHA6	 0.528108
ZNF345	 0.522268
TSPYL5	 0.522268
TPD52	 0.522268
THOC1	 0.522268
TAS2R16	 0.522268
SLC8A2	 0.522268
SLC6A3	 0.522268
SLC5A1	 0.522268
SERTAD2	 0.522268
SATB2	 0.522268
PRKCD	 0.522268
NAP1L2	 0.522268
MATR3	 0.522268
INHBA	 0.522268
HOOK3	 0.522268
DNMT3A	 0.522268
DLG4	 0.522268
CACNB4	 0.522268
ATP2A2	 0.522268
ANKRD29	 0.522268
UNC13A	 0.521176
MCC	 0.521176
ADGRF4	 0.521176
TANC1	 0.514874
PPRC1	 0.514874
NCOA2	 0.514874
GNAS	 0.514874
ABCB1	 0.514874
ZNF644	 0.509114
PDPR	 0.509114
GPR158	 0.509114
C10orf90	 0.509114
MYO15A	 0.508992
TM4SF19	 0.507147
RUNX1T1	 0.507147
ROCK2	 0.507147
RNF40	 0.507147
PUM2	 0.507147
OR5W2	 0.507147
KLHL34	 0.507147
IDH2	 0.507147
GNS	 0.507147
G3BP1	 0.507147
EXOC6B	 0.507147
EHD3	 0.507147
DUXA	 0.507147
DHX30	 0.507147
CYP7B1	 0.507147
CRMP1	 0.507147
CKM	 0.507147
CA9	 0.507147
ACRC	 0.507147
RELN	 0.506624
ZFY	 0.506343
UBE2K	 0.506343
TUBA1B	 0.506343
TCEAL5	 0.506343
TAF13	 0.506343
SPI1	 0.506343
SPATA24	 0.506343
SMARCB1	 0.506343
RPL24	 0.506343
RAB9A	 0.506343
RAB11A	 0.506343
PLA2G2C	 0.506343
PKIA	 0.506343
MAP1LC3A	 0.506343
LDOC1	 0.506343
ETF1	 0.506343
DDX3X	 0.506343
DAPL1	 0.506343
CDC42	 0.506343
CREBBP	 0.503828
XKR6	 0.49473
TRPC6	 0.49473
TMPRSS11D	 0.49473
SOHLH2	 0.49473
SCARB2	 0.49473
NUAK1	 0.49473
MCF2	 0.49473
KRTAP9-2	 0.49473
HIST1H1B	 0.49473
GALNT13	 0.49473
FER	 0.49473
CD1A	 0.49473
AVPR1A	 0.49473
ATG4D	 0.49473
ADCY1	 0.49473
ROBO1	 0.490271
TBC1D9B	 0.486381
DNAJC13	 0.486381
ZNF248	 0.484313
ZNF180	 0.484313
ZAP70	 0.484313
UPF2	 0.484313
UBE3C	 0.484313
SLC13A3	 0.484313
SIN3A	 0.484313
PLPPR4	 0.484313
PLCZ1	 0.484313
PHKA1	 0.484313
GP2	 0.484313
GABRA6	 0.484313
ERC2	 0.484313
EEPD1	 0.484313
DCLK1	 0.484313
BCL6	 0.484313
ALOX5	 0.484313
KMT2A	 0.476169
PLCG1	 0.475425
PAX3	 0.475425
OR10C1	 0.475425
L3MBTL3	 0.475425
ITK	 0.475425
C3orf67	 0.475425
C1orf141	 0.475425
BRINP3	 0.475425
BICD2	 0.475425
BACH1	 0.475425
SPHKAP	 0.470358
SLC34A2	 0.467735
SCYL2	 0.467735
RAPGEF2	 0.467735
HAPLN3	 0.467735
CFAP45	 0.467735
AMPH	 0.467735
ABCC5	 0.467735
MYOF	 0.4677
MTUS2	 0.465189
UCHL1	 0.465118
U2AF2	 0.465118
TMEM35	 0.465118
STAG2	 0.465118
SP2	 0.465118
SEC61A1	 0.465118
RPS6	 0.465118
RPS5	 0.465118
RAB40C	 0.465118
RAB35	 0.465118
PSMD14	 0.465118
PPP2R5E	 0.465118
PPBP	 0.465118
PFDN1	 0.465118
