#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
TP53	97	123	0	220	6.81458841473e-36	1.36291768295e-35	inf	35.1666
KRAS	96	124	2	218	3.71216952322e-32	7.42433904644e-32	84.3870967742	31.4304
PIK3CA	64	156	1	219	9.60125286651e-21	1.9202505733e-20	89.8461538462	20.0177
BRAF	32	188	0	220	6.90553952665e-11	1.38110790533e-10	inf	10.1608
RYR2	56	164	13	207	7.16856075697e-09	1.43371215139e-08	5.43714821764	8.14457
SMAD4	25	195	1	219	2.06255390871e-07	4.12510781741e-07	28.0769230769	6.68559
CSMD3	47	173	15	205	7.5488430382e-06	1.50976860764e-05	3.71290944123	5.12212
FAT4	73	147	34	186	1.03561943054e-05	2.07123886108e-05	2.71668667467	4.9848
TRPS1	26	194	4	216	1.68079151868e-05	3.36158303736e-05	7.23711340206	4.77449
USP9X	21	199	2	218	2.18393829842e-05	4.36787659685e-05	11.5025125628	4.66076
CTNNB1	18	202	1	219	2.75742760651e-05	5.51485521302e-05	19.5148514851	4.5595
SYNE1	104	116	64	156	6.16729329818e-05	0.000123345865964	2.18534482759	4.20991
TRPC4	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
KCNB1	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
GLUD2	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
BRINP3	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
GRM5	16	204	1	219	0.000106978194851	0.000213956389702	17.1764705882	3.9707
ZFHX4	58	162	27	193	0.000129910163856	0.000259820327713	2.55921353452	3.88636
ZNF536	28	192	7	213	0.000149410919431	0.000298821838863	4.4375	3.82562
PCDH17	26	194	6	214	0.000166140459659	0.000332280919318	4.78006872852	3.77952
ZNF814	45	175	18	202	0.000170973088347	0.000341946176693	2.88571428571	3.76707
DCAF4L2	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
MYCBP2	32	188	10	210	0.000258472574952	0.000516945149904	3.57446808511	3.58759
HUWE1	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
CTNNA2	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
SLIT1	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
GRIK2	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
FAT3	73	147	41	179	0.000351882868131	0.000703765736262	2.16807698689	3.4536
PHIP	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
GABRA5	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
LRRK2	31	189	10	210	0.000420788377492	0.000841576754984	3.44444444444	3.37594
DSCAM	31	189	10	210	0.000420788377492	0.000841576754984	3.44444444444	3.37594
NALCN	26	194	7	213	0.000427846021022	0.000855692042044	4.07805596465	3.36871
STAG1	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
SMC1A	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
GRIA2	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
CDH10	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
ARHGAP36	11	209	0	220	0.00042958650804	0.00085917301608	inf	3.36695
GNAS	24	196	6	214	0.000487493969266	0.000974987938533	4.36734693878	3.31203
TCF7L2	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
LRFN5	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
ERBB4	16	204	2	218	0.000527146893629	0.00105429378726	8.54901960784	3.27807
MAP2	22	198	5	215	0.000539840953526	0.00107968190705	4.77777777778	3.26773
OBSCN	121	99	86	134	0.000570073305085	0.00114014661017	1.90439276486	3.24407
SALL4	20	200	4	216	0.000574595058051	0.0011491901161	5.4	3.24064
IGSF9B	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
BRWD3	18	202	3	217	0.000576834723999	0.001153669448	6.44554455446	3.23895
PCLO	59	161	31	189	0.00066579063965	0.0013315812793	2.23422159888	3.17666
AR	36	184	14	206	0.000701429924989	0.00140285984998	2.87888198758	3.15402
CACNA1E	33	187	12	208	0.000706995113384	0.00141399022677	3.05882352941	3.15058
RYR1	55	165	28	192	0.000715930068405	0.00143186013681	2.28571428571	3.14513
PCDHGA5	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
KCNB2	13	207	1	219	0.000782944579998	0.00156588915999	13.7536231884	3.10627
PCDHA2	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
MTOR	23	197	6	214	0.000823107710544	0.00164621542109	4.1641285956	3.08454
DNAH2	57	163	30	190	0.000875373648166	0.00175074729633	2.21472392638	3.05781
TENM1	31	189	11	209	0.000878223821015	0.00175644764203	3.1164021164	3.05639
KCNQ5	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
KCNA1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
GRM7	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
CYP7B1	10	210	0	220	0.000879629516463	0.00175925903293	inf	3.0557
NRXN2	15	205	2	218	0.00097396043672	0.00194792087344	7.9756097561	3.01146
SCN2A	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
FBXW7	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
CDH2	19	201	4	216	0.00100368734631	0.00200737469261	5.10447761194	2.9984
PCDHA7	50	170	25	195	0.0010963489831	0.00219269796621	2.29411764706	2.96005
PXDNL	32	188	12	208	0.00110796335573	0.00221592671146	2.95035460993	2.95547
TTN	186	34	159	61	0.00123802948572	0.00247605897145	2.0987791343	2.90727
COL12A1	43	177	20	200	0.00126928126908	0.00253856253815	2.42937853107	2.89644
ABCA13	74	146	45	175	0.00128607737275	0.0025721547455	1.97108066971	2.89073
UNC79	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
RIMS1	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
PTPRS	22	198	6	214	0.0013756254215	0.002751250843	3.96296296296	2.8615
HECW1	30	190	11	209	0.00138140280889	0.00276280561778	3.0	2.85968
CSMD2	40	180	18	202	0.0014154091302	0.0028308182604	2.49382716049	2.84912
IRX1	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
GABBR2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
ERC2	12	208	1	219	0.00150020708883	0.00300041417765	12.6346153846	2.82385
DSCAML1	20	200	5	215	0.00156975909581	0.00313951819162	4.3	2.80417
DOCK2	25	195	8	212	0.00160703088693	0.00321406177387	3.39743589744	2.79398
SDK1	59	161	33	187	0.00162030650875	0.00324061301749	2.07660455487	2.7904
RYR3	65	155	38	182	0.0016498664068	0.0032997328136	2.00848896435	2.78255
RIMS2	34	186	14	206	0.00165662320026	0.00331324640051	2.68970814132	2.78078
FBN1	34	186	14	206	0.00165662320026	0.00331324640051	2.68970814132	2.78078
SETBP1	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
RPS6KA2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
PPFIA2	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
GRIK3	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
CDH18	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
ADGRB3	14	206	2	218	0.00178350696182	0.00356701392365	7.40776699029	2.74873
