ZNF806	 105.334
CBWD6	 97.2654
PRB4	 72.9776
FOXD4L4	 71.1118
MUC6	 68.2886
KRTAP9-1	 65.0589
KIAA0040	 54.7353
CHRNA7	 48.6489
SEC63	 48.1888
APC	 43.7714
FRG2C	 42.5812
NDUFC2-KCTD14	 41.9986
AGAP9	 37.6973
HGC6.3	 37.0655
TP53	 36.8466
CNTNAP3	 35.8522
MIS18BP1	 33.6873
WASH1	 32.8298
KRAS	 31.4304
ZP3	 31.0225
KNOP1	 30.572
RXFP2	 29.9012
SLC16A4	 28.0489
MUC4	 26.3361
PEX1	 26.1315
ARSD	 26.069
TNKS2	 23.3786
UBXN11	 20.9029
TCP11X2	 20.8433
DSPP	 19.9201
PRR11	 19.0486
PIK3CA	 17.9678
RP1L1	 17.8393
PARP14	 16.4732
TBCA	 15.8828
HAVCR1	 15.5891
KRTAP4-8	 15.2629
LNP1	 14.6781
ARV1	 13.5363
RPTN	 13.4237
MAGEC1	 12.8017
PLAC4	 12.3806
PER3	 12.2078
KRTAP1-3	 11.8416
IVL	 11.6595
RYR2	 11.0852
SYCP2	 11.0646
MUC21	 10.7538
USF3	 10.4935
EIF2B3	 10.3038
KCNMA1	 10.2557
FETUB	 10.0743
TCEB3CL	 10.0032
RIMBP3C	 9.76304
CRIPAK	 9.55043
MUC2	 9.43469
COBLL1	 9.15109
ATXN1	 9.00149
MARS	 8.95514
GRK4	 8.91001
ANKRD20A3	 8.54311
GPRIN1	 8.50815
KIAA1919	 7.49868
KRTAP4-7	 7.40708
RBMX	 7.28253
BRAF	 7.28253
VCP	 6.99335
ZNF814	 6.92813
KRTAP5-4	 6.8756
SEC31A	 6.85685
MCHR2	 6.6368
TBC1D23	 6.60098
BEND5	 6.33823
RNF43	 6.21455
TCF7L2	 6.15794
SMAD4	 6.14088
MUC7	 6.1099
FAM60A	 5.95455
PCDHA7	 5.67184
STRADB	 5.58576
IRF5	 5.53078
KRTAP4-11	 4.93791
FAM98B	 4.87652
AR	 4.47321
GRIK2	 4.26255
PAK2	 4.24913
LILRB5	 4.16105
PRR20B	 3.99264
RPL22	 3.9707
ACVR2A	 3.75622
SOX9	 3.74826
FBXL3	 3.54827
FAM47A	 3.54388
GOLGA6L2	 3.48018
ERICH6B	 3.35809
USP9X	 3.31203
BPTF	 3.13435
ARHGAP5	 3.06832
HSP90AB1	 2.9984
SPATA3	 2.96524
TPRX1	 2.95835
TM9SF3	 2.92863
DSCAM	 2.86404
TBC1D3C	 2.8615
ZSWIM6	 2.79398
PDS5B	 2.76473
CTNNB1	 2.76059
PCDH11Y	 2.74551
BCLAF1	 2.67882
BMPR2	 2.67628
PRDM2	 2.5982
TSHZ3	 2.5785
POLD3	 2.5785
HOMEZ	 2.5785
SMC6	 2.57238
QRICH2	 2.5523
PCDH17	 2.47988
USP26	 2.47975
DMKN	 2.47975
B2M	 2.43636
TPTE	 2.40335
ZNF609	 2.29732
FBXW7	 2.29713
MAPRE3	 2.26921
MYRIP	 2.24107
BRWD3	 2.22148
MYOM1	 2.16931
ZFHX4	 2.14545
KCND2	 2.1451
NEFH	 2.14098
DDX39B	 2.12825
TVP23A	 2.11938
XPOT	 2.10555
SPDYE1	 2.08338
ATAD2	 2.08338
VCX	 2.01881
CTNNA2	 2.00658
SMC1A	 1.98747
NONO	 1.98747
DOCK3	 1.98464
DDX27	 1.98464
TRPC3	 1.93639
SLC35G2	 1.92092
TCHH	 1.91986
NALCN	 1.88191
GRB14	 1.88191
XPO4	 1.86018
MESDC2	 1.86018
PCDH10	 1.82357
RNF145	 1.82204
CD58	 1.82204
ANKRD49	 1.79368
AMER1	 1.77085
