#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
KRAS 96 124 2 218 3.71216952322e-32 7.42433904644e-32 84.3870967742 31.4304
BRAF 35 185 0 220 6.69775734944e-12 1.33955146989e-11 inf 11.1741
SMAD4 31 189 1 219 2.64127752583e-09 5.28255505166e-09 35.9206349206 8.57819
PIK3CA 86 134 34 186 1.65421772187e-08 3.30843544374e-08 3.51097453907 7.78141
SOX9 24 196 0 220 3.07139671536e-08 6.14279343073e-08 inf 7.51266
PTEN 19 201 0 220 1.27110994184e-06 2.54221988369e-06 inf 5.89582
FBXW7 29 191 4 216 2.59561940026e-06 5.19123880052e-06 8.19895287958 5.58576
USP9X 24 196 2 218 2.9920214629e-06 5.9840429258e-06 13.3469387755 5.52404
CDH10 17 203 0 220 5.53335490607e-06 1.10667098121e-05 inf 5.25701
ARID1A 38 182 10 210 1.15368877749e-05 2.30737755497e-05 4.38461538462 4.93791
DOCK3 28 192 5 215 1.7612780652e-05 3.5225561304e-05 6.27083333333 4.75417
CTNNB1 18 202 1 219 2.75742760651e-05 5.51485521302e-05 19.5148514851 4.5595
TRPS1 27 193 5 215 3.18070514537e-05 6.36141029073e-05 6.01554404145 4.49748
ACVR2A 20 200 2 218 4.18560954693e-05 8.37121909386e-05 10.9 4.37824
HNRNPL 14 206 0 220 4.93062148036e-05 9.86124296072e-05 inf 4.3071
GRIA2 14 206 0 220 4.93062148036e-05 9.86124296072e-05 inf 4.3071
GRIK2 33 187 9 211 6.67370332013e-05 0.000133474066402 4.13725490196 4.17563
SLC8A2 13 207 0 220 0.000101708955175 0.000203417910349 inf 3.99264
BRINP3 13 207 0 220 0.000101708955175 0.000203417910349 inf 3.99264
CTNNA2 23 197 4 216 0.000101981775591 0.000203963551183 6.30456852792 3.99148
GABRA5 16 204 1 219 0.000106978194851 0.000213956389702 17.1764705882 3.9707
ERBB4 18 202 2 218 0.000150718077559 0.000301436155118 9.71287128713 3.82183
DCAF4L2 15 205 1 219 0.000208976105659 0.000417952211318 16.0243902439 3.6799
FGD1 12 208 0 220 0.000209285734686 0.000418571469372 inf 3.67926
DNM3 12 208 0 220 0.000209285734686 0.000418571469372 inf 3.67926
ROBO2 34 186 11 209 0.000212794744758 0.000425589489515 3.47311827957 3.67204
PCDH10 27 193 7 213 0.000254010414254 0.000508020828507 4.25684678016 3.59515
PCDH17 32 188 10 210 0.000258472574952 0.000516945149904 3.57446808511 3.58759
