#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
APC	174	46	23	197	6.02714840525e-52	1.20542968105e-51	32.3988657845	51.2199
TP53	119	101	0	220	2.92335985382e-46	5.84671970764e-46	inf	45.5341
KRAS	96	124	2	218	3.71216952322e-32	7.42433904644e-32	84.3870967742	31.4304
PIK3CA	65	155	1	219	4.05462980765e-21	8.1092596153e-21	91.8387096774	20.392
BRAF	35	185	0	220	6.69775734944e-12	1.33955146989e-11	inf	11.1741
SMAD4	31	189	1	219	2.64127752583e-09	5.28255505166e-09	35.9206349206	8.57819
SOX9	24	196	0	220	3.07139671536e-08	6.14279343073e-08	inf	7.51266
CSMD3	54	166	15	205	1.71684435092e-07	3.43368870185e-07	4.44578313253	6.76527
ARID1A	32	188	4	216	3.78034408748e-07	7.56068817496e-07	9.1914893617	6.42247
FAT4	80	140	35	185	7.19919048795e-07	1.43983809759e-06	3.02040816327	6.14272
PTEN	19	201	0	220	1.27110994184e-06	2.54221988369e-06	inf	5.89582
FBXW7	29	191	4	216	2.59561940026e-06	5.19123880052e-06	8.19895287958	5.58576
USP9X	24	196	2	218	2.9920214629e-06	5.9840429258e-06	13.3469387755	5.52404
GRIK2	28	192	4	216	4.87094686265e-06	9.7418937253e-06	7.875	5.31239
AMER1	28	192	4	216	4.87094686265e-06	9.7418937253e-06	7.875	5.31239
RYR2	81	139	39	181	4.90965007134e-06	9.81930014268e-06	2.70448256779	5.30895
CDH10	17	203	0	220	5.53335490607e-06	1.10667098121e-05	inf	5.25701
ZFHX4	64	156	28	192	1.71640213584e-05	3.43280427168e-05	2.81318681319	4.76538
DOCK3	28	192	5	215	1.7612780652e-05	3.5225561304e-05	6.27083333333	4.75417
SYNE1	107	113	64	156	1.8703496398e-05	3.74069927959e-05	2.30807522124	4.72808
CTNNA2	21	199	2	218	2.18393829842e-05	4.36787659685e-05	11.5025125628	4.66076
KCNB1	15	205	0	220	2.38429113839e-05	4.76858227678e-05	inf	4.62264
CTNNB1	18	202	1	219	2.75742760651e-05	5.51485521302e-05	19.5148514851	4.5595
LRRK2	38	182	11	209	2.83251994293e-05	5.66503988587e-05	3.96703296703	4.54783
TRPS1	27	193	5	215	3.18070514537e-05	6.36141029073e-05	6.01554404145	4.49748
RNF43	47	173	17	203	3.44977788087e-05	6.89955576174e-05	3.24413464808	4.46221
ACVR2A	20	200	2	218	4.18560954693e-05	8.37121909386e-05	10.9	4.37824
GRIA2	14	206	0	220	4.93062148036e-05	9.86124296072e-05	inf	4.3071
GLUD2	14	206	0	220	4.93062148036e-05	9.86124296072e-05	inf	4.3071
GRM5	17	203	1	219	5.44571075035e-05	0.000108914215007	18.3399014778	4.26395
PCDH17	28	192	6	214	5.46329734184e-05	0.000109265946837	5.20138888889	4.26255
DSCAM	35	185	10	210	5.67314704545e-05	0.000113462940909	3.97297297297	4.24618
TRPC4	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
STAG1	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
SLC8A2	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
GRM7	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
CYP7B1	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
BRINP3	13	207	0	220	0.000101708955175	0.000203417910349	inf	3.99264
GABRA5	16	204	1	219	0.000106978194851	0.000213956389702	17.1764705882	3.9707
ZNF814	53	167	23	197	0.000110572372585	0.00022114474517	2.71830252538	3.95635
KMT2B	38	182	13	207	0.000140133421055	0.000280266842109	3.32459847844	3.85346
ZNF536	28	192	7	213	0.000149410919431	0.000298821838863	4.4375	3.82562
NRXN2	18	202	2	218	0.000150718077559	0.000301436155118	9.71287128713	3.82183
ERBB4	18	202	2	218	0.000150718077559	0.000301436155118	9.71287128713	3.82183
MYCBP2	33	187	10	210	0.000157305580561	0.000314611161122	3.70588235294	3.80326
IGSF9B	20	200	3	217	0.00017530084537	0.00035060169074	7.23333333333	3.75622
SCN1A	24	196	5	215	0.00017854113267	0.00035708226534	5.26530612245	3.74826
PHIP	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
DCAF4L2	15	205	1	219	0.000208976105659	0.000417952211318	16.0243902439	3.6799
KCNQ5	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
DNM3	12	208	0	220	0.000209285734686	0.000418571469372	inf	3.67926
ROBO2	34	186	11	209	0.000212794744758	0.000425589489515	3.47311827957	3.67204
RYR1	58	162	28	192	0.00022223824865	0.000444476497301	2.45502645503	3.65318
PCDH10	27	193	7	213	0.000254010414254	0.000508020828507	4.25684678016	3.59515
PCLO	64	156	33	187	0.000259507017127	0.000519014034253	2.32478632479	3.58585
FAT3	75	145	42	178	0.000261738651244	0.000523477302488	2.1921182266	3.58213
CACNA1E	35	185	12	208	0.000279651356986	0.000559302713971	3.27927927928	3.55338
TTN	190	30	160	60	0.000280062581075	0.00056012516215	2.375	3.55274
LRFN5	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
HUWE1	17	203	2	218	0.00028296117473	0.00056592234946	9.12807881773	3.54827
PTPRS	25	195	6	214	0.000285921081975	0.00057184216395	4.57264957265	3.54375
MTOR	25	195	6	214	0.000285921081975	0.00057184216395	4.57264957265	3.54375
DNAH2	61	159	31	189	0.000311761911871	0.000623523823743	2.33901399878	3.50618
DSCAML1	23	197	5	215	0.000311899734989	0.000623799469978	5.02030456853	3.50598
BRWD3	19	201	3	217	0.000319368062924	0.000638736125848	6.83747927032	3.49571
TRRAP	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
SLIT1	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
SCN2A	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
SALL4	21	199	4	216	0.000325804048611	0.000651608097223	5.69849246231	3.48704
MAP1B	28	192	8	212	0.000367487952618	0.000734975905236	3.86458333333	3.43476
DOCK2	28	192	8	212	0.000367487952618	0.000734975905236	3.86458333333	3.43476
RASA1	14	206	1	219	0.000405792462679	0.000811584925359	14.8834951456	3.3917
CSMD2	43	177	18	202	0.000409160122335	0.000818320244671	2.72630257376	3.38811
UNC80	31	189	10	210	0.000420788377492	0.000841576754984	3.44444444444	3.37594
